,id,ra,dec,extendedness,cmodel_mag
0,6442452608,3.556159631113649,-0.5472640506378321,1.0,24.731552596674273
1,6442457216,3.5571399665790517,-0.549021158202352,1.0,23.216242612357867
2,6442457984,3.5561107902501274,-0.5475730251373506,,22.596467035345647
3,6442458368,3.5564568948080058,-0.5464950062919848,1.0,21.885815695928756
4,10998337505792,3.4977961580319077,-0.5624032337491314,1.0,22.122332757378487
5,10998337507840,3.49819295987297,-0.5611311002493725,1.0,23.96427826017721
6,10998337525632,3.4992672241739484,-0.5642588580282549,1.0,22.411802035716537
7,10998337527168,3.4970522503830277,-0.5632334751378526,1.0,21.95081539722033
8,10998337529856,3.497301214730358,-0.5618244743880787,1.0,22.615813858132302
9,10998337533440,3.495379935065294,-0.5603931054664557,1.0,22.143718618952086
10,10999411251200,3.5010832581104463,-0.5560685247760657,1.0,23.46928245023941
11,10999411252992,3.497854403469525,-0.5548272448351528,1.0,21.5027058839786
12,10999411272576,3.4986717924315633,-0.5588547620880977,1.0,23.304511017542747
13,10999411273344,3.5005084539885463,-0.5585973086211646,1.0,22.00896612936653
14,10999411275776,3.4956078476961365,-0.5575748871491415,1.0,21.80983392672252
15,10999411276928,3.497700680998999,-0.5570056170237268,1.0,21.443746907769096
16,11000484987776,3.5012048583644733,-0.5543707070178766,1.0,20.942902306506443
17,11000484987904,3.4962756037473266,-0.554197736941232,1.0,23.364773692238828
18,11000484988288,3.5009442423577584,-0.5539981322865607,1.0,22.81028855249708
19,11000484990464,3.498236517346031,-0.5526895125536068,1.0,20.31613420208282
20,11000484992128,3.496193228790611,-0.551631458562118,1.0,23.84623552300358
21,11000484992640,3.4988913392126895,-0.5513375225707821,,24.490227678656474
22,11000484993920,3.497282205726442,-0.5505724496949398,1.0,23.189192663270536
23,11000485018752,3.4993306399065784,-0.5535542149625747,1.0,22.829334970606876
24,11000485022208,3.497108662004142,-0.5522907079305154,1.0,18.79244923566274
25,11000485022464,3.499807820460104,-0.5522272474791392,1.0,22.507546192019817
26,11000485023488,3.4990109510016283,-0.5518936563292354,1.0,23.538424982021656
27,11000485024768,3.4975555201197777,-0.5513725060242498,1.0,23.39290789107132
28,11000485027584,3.4955882484621896,-0.5504514282343603,1.0,20.113548332140482
29,11001558732032,3.5009043383409035,-0.5477729677341523,1.0,22.516459866706775
30,11001558732544,3.498234525889237,-0.5474606966703336,1.0,23.727278067596696
31,11001558732800,3.500358567155812,-0.5473262700731845,1.0,23.10979855951906
32,11001558734848,3.499055430151699,-0.5460177625993315,1.0,22.370129278096826
33,11001558735744,3.4981178457310302,-0.5454646789056988,1.0,20.89381466749213
34,11001558736128,3.499764289892257,-0.5452869130846639,1.0,23.6096759277739
35,11001558737152,3.5012029126458457,-0.5447122105878177,1.0,23.311705946450253
36,11001558764800,3.501062130066872,-0.5489698465894023,1.0,22.396813048882194
37,11001558767616,3.497243011513195,-0.5478238909817597,1.0,21.216463591383835
38,11001558768640,3.496162433329004,-0.547597144101616,1.0,22.912852847159513
39,11001558773888,3.499514133986191,-0.5458682978669861,1.0,22.018511722740293
40,11001558774784,3.497098967663194,-0.5454074716771097,1.0,24.03231214373259
41,11001558775296,3.496768867388962,-0.5452442041434133,1.0,22.32985226139634
42,11002632477184,3.4964765431176215,-0.5395138543823009,1.0,23.532864920262895
43,11002632491136,3.497572493152282,-0.5445547308438051,,24.548950928651333
44,11002632493056,3.497127706108677,-0.5436641429845017,1.0,22.755041363675307
45,11002632495488,3.5004289490658818,-0.5423224097168363,1.0,20.93275329977384
46,11002632495744,3.4997782019605492,-0.5420545760750974,1.0,23.561106152704227
47,11002632496128,3.500006692846815,-0.5417345057179983,1.0,20.966256231867852
48,11002632497536,3.501429283606486,-0.5405494037446307,1.0,21.4898022547132
49,11003706214656,3.499560855014652,-0.5373941984129619,1.0,23.725412907121726
50,11003706215808,3.496611624302762,-0.5361285715500649,1.0,24.091340598044283
51,11003706216320,3.4991581915461536,-0.5349398249954976,1.0,23.231592948375773
52,11003706233856,3.496336185217031,-0.5359300681885669,1.0,22.706832872113708
53,11004779954432,3.4994529125268024,-0.5340281115391042,1.0,22.561598493128106
54,11004779954816,3.49962010519722,-0.5331915045214125,1.0,24.165335448931202
55,11004779954944,3.501646198941761,-0.5327654321867491,1.0,23.883001748886578
56,11004779957504,3.499578938455965,-0.5339906652947184,1.0,24.035539983928224
57,12098922873344,3.4944697900191914,-0.5584780296418431,1.0,22.504437936111117
58,12098922877824,3.4938433040948493,-0.5593166752853379,1.0,22.97148343854316
59,12098922879232,3.494462330027322,-0.5551519934271326,1.0,22.346841583421316
60,12099996615168,3.494442401170361,-0.5522970140443617,1.0,21.32026568551406
61,12099996615296,3.492558547373711,-0.55175206485414,1.0,20.302078119371743
62,12099996615552,3.494225078162532,-0.551329309608877,1.0,22.433634596445046
63,12099996616192,3.4936763531229187,-0.550214239000385,1.0,22.533928032901187
64,12099996616320,3.4945790206275564,-0.5500355016682034,1.0,23.06201617014299
65,12099996620544,3.494573729645241,-0.5535820810161709,1.0,25.08673605747927
66,12101070356608,3.4921477292963203,-0.5495362123220296,1.0,23.497050375096265
67,12101070356864,3.494931882034761,-0.5490408381625164,1.0,19.315321020718713
68,12101070358016,3.4939507604754683,-0.5467143920276307,1.0,21.48617087053893
69,12101070359296,3.493962187320735,-0.5492964942957442,,22.558911419484737
70,12101070364160,3.495336189913872,-0.5494526431987452,1.0,21.61320421339259
71,12101070364800,3.4939802946166645,-0.5479166407465393,1.0,23.6801602224733
72,12101070365824,3.4953123865506117,-0.5463131203059557,1.0,23.01529643369948
73,12102144098432,3.495003423880404,-0.5442152766835043,1.0,22.616568859809494
74,12103217840256,3.4956742086364962,-0.5364696074424663,1.0,21.848059974039387
75,1102732866176,3.550270952051515,-0.5638791875004592,1.0,22.932961893734586
76,1102732867200,3.5511536477705006,-0.5630917923547836,1.0,22.04508246712402
77,1102732868096,3.5522071189365234,-0.5621076789179964,1.0,21.46934441512096
78,1102732870144,3.5510925977348444,-0.5609228012527208,1.0,23.070614925011693
79,1103806608384,3.550655038032711,-0.5571893552592281,1.0,21.480798191309415
80,1103806610688,3.552896021641832,-0.5580901328489709,1.0,22.16331915320491
81,1103806611456,3.5542521930059485,-0.5589223042164312,1.0,20.815336565834897
82,1103806614272,3.550597111053806,-0.5561132956222706,1.0,23.126158419966828
83,1103806617856,3.549995023233364,-0.5553348433103867,1.0,22.61326921806624
84,1103806618880,3.5517177854765642,-0.5555041276751107,1.0,22.274985082128712
85,1104880353792,3.5500399190827703,-0.5536598817366126,1.0,23.344905251562214
86,1104880357632,3.5539528407992735,-0.5516114681485482,1.0,22.61034491112224
87,1104880358528,3.5506820974776114,-0.5519107327225751,1.0,23.480045203956962
88,1104880358912,3.5537279828837707,-0.5516885630046536,1.0,22.283556814651927
89,1104880359680,3.5541249469392335,-0.5510022001504291,1.0,19.877942061461454
90,1104880361472,3.554882548765967,-0.5497974081614817,1.0,24.42111123965562
91,1104880362496,3.5510776496577607,-0.550075306226963,1.0,23.527169298291703
92,1105954092288,3.5548849165605607,-0.5486723434210478,1.0,20.43462388928482
93,1105954092672,3.551239346995958,-0.5496988172961911,1.0,25.525025134690598
94,1105954093824,3.552844012385169,-0.5493940347267905,1.0,25.04656127034888
95,1105954096256,3.553925495780917,-0.5483868844498185,1.0,22.017640237252344
96,1105954096768,3.551719616086161,-0.5477422044531899,1.0,23.90771102092636
97,1105954097920,3.550654525709007,-0.5475755470645074,1.0,21.54504941624578
98,1105954101632,3.5518768841872643,-0.5464651378504193,1.0,23.562747591591386
99,1107027821824,3.5508953562465155,-0.542123932240501,1.0,22.73000468970393
100,1107027836416,3.552978756364292,-0.542591604584628,1.0,24.028566008210706
101,1107027838720,3.5517616820136384,-0.5409434375168984,1.0,24.035481272842645
102,1107027839232,3.552756253559149,-0.540582907067641,1.0,23.920465306532588
103,1108101572992,3.550807544430873,-0.5380739414462146,1.0,21.8002599390344
104,1108101573760,3.5499852700482424,-0.5373551240876375,1.0,22.818473564481764
105,1109175304704,3.5508202200107877,-0.5338139323471566,1.0,20.963114774939445
106,1109175305472,3.5520839249679184,-0.5327160731672956,1.0,20.92402820335744
107,1109175305600,3.5521208380740963,-0.5325312777935893,1.0,20.753192391639914
108,2209760675584,3.5448918251989174,-0.5289238622761255,1.0,23.819629757402705
109,2201170755968,3.5461205188846323,-0.5680894461545155,1.0,23.505435285771995
110,2201170759808,3.545590334745845,-0.5663932328732091,1.0,21.05129775731088
111,2201170762624,3.546873211849554,-0.5653385702950089,1.0,23.829338506506048
112,2202244494080,3.5467122822698154,-0.5626309355628317,1.0,22.606260550363718
113,2202244494592,3.544579989976776,-0.565072783147205,1.0,22.422017877517014
114,2202244502016,3.548734044194203,-0.5618511222303018,1.0,23.816969259117595
115,2202244502656,3.5436461132997485,-0.5611937454352584,1.0,20.78621096115517
116,2202244503552,3.5466983246842596,-0.5605048762704129,1.0,23.936307560819262
117,2203318237952,3.5472032083016645,-0.5580778066123421,1.0,24.036735937396664
118,2203318238336,3.5464782995954365,-0.5570427819063613,1.0,22.516241811561667
119,2203318238464,3.546045872195472,-0.557017602028325,1.0,22.917927302069984
120,2204391979904,3.543457924495879,-0.5537676470027142,1.0,22.269982102735135
121,2204391980672,3.548497887970673,-0.5542104555230128,1.0,21.926428598889785
122,2204391985408,3.543713740779604,-0.5518269449590957,1.0,21.756473823076654
123,2204391988608,3.547432491116498,-0.5512204041870493,1.0,21.49363490558293
124,2205465720576,3.5455725264067612,-0.5492712193522576,1.0,21.497065963950604
125,2205465725056,3.5479470910958484,-0.5485618063050786,1.0,23.53237897996902
126,2205465725312,3.544126780153358,-0.548496267407586,1.0,23.51739221922125
127,2205465725952,3.5434168842016374,-0.5475331268448902,1.0,21.30602614413393
128,2205465732224,3.5491185793247464,-0.5453151220799487,1.0,23.792583150810927
129,2206539454848,3.543816095454937,-0.5411118604914333,,24.11338866661541
130,2206539464448,3.5489445214939326,-0.5441044939631201,1.0,21.314004336650683
131,2206539465088,3.5464761849775,-0.5440960613310709,1.0,23.32445018156236
132,2206539465216,3.5464380704138607,-0.5443588568024438,1.0,23.217829696493748
133,2206539471488,3.5445538785034842,-0.5414988817395764,1.0,22.393640107287975
134,2206539473664,3.5467641179739156,-0.5405125466624815,1.0,24.539849536931754
135,2206539474304,3.545930647902828,-0.5404709857131735,1.0,22.816681452054407
136,2207613191040,3.5446257713921763,-0.5389198284472737,1.0,23.515947792158446
137,2207613194624,3.5473344750372817,-0.5358832844272337,1.0,21.792141922825166
138,2207613206272,3.5472299935914138,-0.5391166636184639,1.0,23.491946798282246
139,2207613207168,3.544625520562085,-0.5389197368487757,1.0,23.513082000569728
140,2207613208320,3.5477945392517864,-0.5384538272194926,1.0,24.32541892132829
141,2207613209472,3.5463306856228147,-0.5378167203676854,1.0,23.106485523588898
142,2207613211904,3.545686166875623,-0.5364533484522526,1.0,23.125466205139794
143,2208686932352,3.545822538211052,-0.534351260051191,1.0,21.914891305633894
144,2208686933376,3.5449375858585332,-0.5337538750292325,1.0,23.258706541751515
145,2208686935424,3.5439980262269266,-0.5325753932108805,1.0,22.9764625838525
146,2208686936320,3.545724687929827,-0.5318834749782843,1.0,22.14211021071425
147,2208686936704,3.546345269542791,-0.5316008216273032,1.0,24.188180232396267
148,2208686936960,3.5467191036343646,-0.5314157913658021,1.0,24.385959473442348
149,2208686938496,3.5469955996400784,-0.5303404574100279,1.0,24.093103433578136
150,2208686955648,3.5444343679454815,-0.5328253080032646,1.0,22.529960089608693
151,2208686957056,3.5438617524362783,-0.5319861484851705,1.0,23.40412568045377
152,2208686958080,3.5476204591994045,-0.53118216722954,1.0,23.03615242046582
153,3309272304000,3.5411231208334075,-0.5280938256658186,1.0,23.644702376197134
154,3309272305920,3.537374213605907,-0.5266805062928367,1.0,24.224602555345562
155,3309272318848,3.539080398883971,-0.5292040313002484,1.0,23.24971698404056
156,3309272319360,3.541072969932327,-0.5289566059576825,1.0,23.676317005445874
157,3299608636800,3.5411637522511583,-0.5706618278809067,1.0,23.84849859645515
158,3299608637184,3.5396102770481117,-0.5705281147371603,1.0,24.559168022986817
159,3300682367232,3.5430438534978785,-0.5701827401861174,1.0,19.570344595006574
160,3300682370560,3.537624962382628,-0.5678718061702455,1.0,24.219719068738197
161,3300682386560,3.542772311617379,-0.5689568463105287,1.0,22.107457908362687
162,3300682387456,3.5395384126276572,-0.568636594763715,1.0,24.175136644462867
163,3300682388736,3.5421252330548554,-0.5682003367961945,1.0,23.915433919813882
164,3300682389120,3.5405594088394126,-0.5682443526078329,1.0,24.133533248318045
165,3301756119168,3.5394553613891135,-0.5616698070587114,,23.012068678159117
166,3301756123520,3.5395463361142965,-0.5620896641070331,1.0,22.870984815659988
167,3301756126208,3.5405414537703135,-0.5643420512347661,1.0,21.77389236548466
168,3301756132224,3.539024986490095,-0.5613343505750866,1.0,23.43192347144294
169,3301756134784,3.538628985392154,-0.5603808455456664,1.0,23.187654073074068
170,3301756135168,3.5414171182269576,-0.5605987662144906,1.0,23.662595266134595
171,3302829867520,3.5432463006058783,-0.5599650381988616,1.0,19.090694028995987
172,3302829868928,3.541800788916163,-0.5590116771704559,1.0,23.04240869129949
173,3302829871104,3.538303324450934,-0.5584047012854363,1.0,21.503301477307826
174,3302829871616,3.5427351333980392,-0.5583914099666623,1.0,22.452245630854165
175,3302829871744,3.5433148473342118,-0.5583234964513788,1.0,23.28388548308972
176,3302829879040,3.542549019845878,-0.5567888703129033,1.0,23.902501735169693
177,3302829879424,3.5382745521859196,-0.556410642764489,1.0,24.18463186580619
178,3303903610240,3.541557425955139,-0.5522577992758223,1.0,24.078637004816443
179,3303903618688,3.5399621729607693,-0.55231260576,1.0,20.253041043321566
180,3303903622528,3.5394808262724493,-0.5518794837849301,1.0,20.301160261135394
181,3303903622912,3.542255835766705,-0.5518521928696847,1.0,21.436076622646084
182,3303903623040,3.5407211501289937,-0.5518246149992861,1.0,23.176402659852236
183,3303903623552,3.539137109683143,-0.5514457963000611,1.0,23.707289379890515
184,3304977336448,3.5385487728238467,-0.5488726208112409,1.0,23.46162213406812
185,3304977351296,3.538270625999001,-0.5497081447884822,1.0,22.958373603678343
186,3304977354752,3.541992701637203,-0.5483103501247374,1.0,24.1056692802838
187,3304977364224,3.5404622532274854,-0.5455422927694619,1.0,22.32618035198158
188,3306051083904,3.5411670720871644,-0.5407716213675972,1.0,23.220832211079312
189,3306051091584,3.53835225275144,-0.5438591053648403,1.0,23.09733287677622
190,3306051092352,3.5418000156349843,-0.5446542921122768,1.0,23.023735487639936
191,3306051093120,3.5397825205198745,-0.5440528025362357,1.0,22.377029969357523
192,3306051096832,3.5408183278838004,-0.5434090529952419,1.0,21.59642728722011
193,3306051102848,3.5373624249121134,-0.5411797968391006,1.0,23.566309509493873
194,3306051103360,3.5387415935290214,-0.5408482072380393,1.0,21.11390872567284
195,3307124825344,3.539643790348944,-0.5349072706884977,1.0,23.546494289499993
196,3307124825728,3.5385795256938777,-0.5345653653937475,1.0,20.71858138308968
197,3307124843136,3.5400070947866493,-0.5369588977432587,1.0,22.613527414828503
198,3307124843520,3.539313704469718,-0.5369325341521258,1.0,23.24231538079409
199,3307124844032,3.537511020095025,-0.5368062004028716,1.0,22.950058001241594
200,3307124846592,3.5406690229420192,-0.5356502497992534,1.0,21.627029248141522
201,3308198561408,3.542046501050145,-0.5334579514743613,1.0,23.482402573681522
202,3308198562304,3.5404300645436937,-0.5328735049180643,1.0,21.175199484567628
203,3308198564352,3.5415649241658698,-0.5316205939167779,1.0,21.36904693946085
204,3308198581888,3.5391869095344863,-0.533081135361677,1.0,23.736461948197736
205,3308198584064,3.5375838854088393,-0.5319670956658616,1.0,23.104780275532452
206,3308198584448,3.5379268475507657,-0.5317826213096275,1.0,23.02821266330136
207,3308198584704,3.5410382169037673,-0.5315989380865218,1.0,24.38350329164973
208,3308198585216,3.5430629325069107,-0.5312993546056851,1.0,22.85451531158987
209,3308198588160,3.539525433475937,-0.5297385562666996,1.0,23.83231660729383
210,4408783932672,3.533043950911741,-0.5279028832503158,1.0,23.550889576913878
211,4408783933312,3.532301226085699,-0.5275281233056999,1.0,23.78270077561535
212,4408783936640,3.5364061453119,-0.5256515129639592,1.0,22.940847026887482
213,4408783951488,3.5336269414621837,-0.5291516481493932,1.0,23.48963181061538
214,4408783953536,3.5332530072857447,-0.5282371947456709,1.0,23.97715437147624
215,4408783958656,3.536555938363864,-0.5255817632371194,1.0,24.573504888829213
216,4408783958912,3.532489227055734,-0.5257316543386806,1.0,23.231961751903857
217,4409857671424,3.531986308064134,-0.5242416521656137,1.0,22.419883270804437
218,4409857671552,3.535946295871335,-0.5241150326816649,1.0,23.18457864713059
219,4399120255360,3.535490378066622,-0.5729498614613802,1.0,23.63744459391429
220,4399120258048,3.53701333654698,-0.5709295736514052,1.0,23.398840531032924
221,4399120258304,3.537083863215911,-0.5707753319478821,1.0,24.09961360696206
222,4399120260992,3.5339760028260563,-0.5743864615271915,1.0,20.24710290283208
223,4399120271232,3.5322286311995468,-0.5728393595800283,1.0,21.131285481706733
224,4399120274432,3.5329089963430187,-0.5711595783077047,1.0,23.14046328670413
225,4399120275968,3.5336551965388168,-0.5703956991195744,1.0,20.970716071823702
226,4400193997824,3.535811866007213,-0.5680307211687976,1.0,23.418997694148356
227,4400194011776,3.5372993011082303,-0.5694847699902715,1.0,28.05779006416181
228,4400194017408,3.53482234978473,-0.5677216161681375,1.0,22.914250693259206
229,4400194020352,3.5357988303728396,-0.5662790148961305,1.0,23.689530029260773
230,4401267743872,3.533388261087866,-0.561573975084696,1.0,23.673712358543547
231,4401267754112,3.532575689529268,-0.5648475101113293,1.0,22.688510898164633
232,4401267756544,3.5314967331866134,-0.5632109597914495,1.0,21.807694953525996
233,4401267757056,3.534306995454637,-0.5630414239434661,1.0,19.712361040988174
234,4401267758208,3.532378954502646,-0.5624045946190139,1.0,21.64450772973272
235,4401267760384,3.5329712798904214,-0.5625933985898183,1.0,22.331198764638238
236,4401267760640,3.5366548776112596,-0.5603039240844333,1.0,22.09144861979646
237,4401267762816,3.5339941148305396,-0.5614695194884175,1.0,24.483110874386437
238,4401267766144,3.533001221350924,-0.5611635902003913,1.0,24.057546417734894
239,4401267767296,3.5339059497211855,-0.5610680258611059,1.0,22.910385908453353
240,4402341481984,3.5368125603299836,-0.5584427262169935,1.0,23.403357939948954
241,4402341496320,3.5360907111908144,-0.5597538030768654,1.0,23.563660524513633
242,4402341501952,3.53207288943244,-0.5579783378669761,1.0,20.814825574518416
243,4402341506944,3.5337009231306733,-0.5574116044831398,1.0,24.42303478410484
244,4402341507456,3.5329758816048513,-0.5568295475786372,1.0,22.084669933984035
245,4402341507712,3.5338083912726175,-0.5571000593087428,1.0,24.048697146484812
246,4403415228416,3.537399028179125,-0.5506114101103535,1.0,23.53682539062619
247,4403415236608,3.536435208243802,-0.5536985427919147,1.0,20.54775111118208
248,4403415239296,3.534437431556504,-0.5534375580451402,1.0,20.69649792501778
249,4403415240448,3.5323971744175258,-0.5536016924077136,1.0,21.57319113478083
250,4403415245056,3.5348609085435396,-0.5510933642778589,1.0,22.908512771796964
251,4404488978432,3.532365139117167,-0.5494793873783708,1.0,22.36478178880067
252,4404488981248,3.5333281680420052,-0.5487936079468873,1.0,23.431470622100647
253,4404488983040,3.5361676036801546,-0.5484570110184213,1.0,21.884877163728362
254,4404488983808,3.531543608155275,-0.5485337178125113,1.0,23.17045331355747
255,4404488988288,3.531455754893364,-0.5474741753671751,1.0,22.613532369857015
256,4404488993280,3.533287577260008,-0.5453998311134599,1.0,22.512787022631024
257,4405562726528,3.534970645208112,-0.5432690267871638,1.0,23.75310150613395
258,4405562728192,3.535466508814365,-0.543677765641615,1.0,24.219047903328903
259,4405562729216,3.533991433466779,-0.54331668719335,1.0,23.707314900247923
260,4405562733952,3.5335142974127014,-0.541610515699139,1.0,23.750362375460302
261,4405562735104,3.5357976470189763,-0.5415447251529801,1.0,22.31004312480044
262,4405562739328,3.533354140300682,-0.5402846607471792,1.0,22.8182196499457
263,4406636464768,3.5332214223005436,-0.5364566063824068,1.0,19.78032240957664
264,4406636464896,3.532816098297257,-0.5377023144736389,1.0,23.64297482452813
265,4406636469888,3.5325023754805183,-0.5384287250074159,1.0,23.180372701791462
266,4406636470912,3.53177010906836,-0.5385579678790708,1.0,23.65994803352903
267,4406636473984,3.537193866143932,-0.5372986710442189,1.0,19.506442430942954
268,4406636474112,3.536434011782467,-0.5372757949747815,1.0,24.54230752042266
269,4406636475136,3.535985825266842,-0.5370640621571714,1.0,23.769367855306758
270,4406636481024,3.5364673746044297,-0.5358252438785265,1.0,22.47390495943369
271,4406636482816,3.5363804219813764,-0.5354061611160303,1.0,23.231454726003633
272,4407710195072,3.5367681118692573,-0.5308298952931658,,24.00476387940615
273,4407710209024,3.531686635946003,-0.5342684012208155,1.0,21.2241491936223
274,4407710210688,3.5338705903029757,-0.5337315760650312,1.0,21.126724893670588
275,4407710211200,3.5319246763391665,-0.533604243489753,1.0,22.4902973340275
