,ra,dec,u_extendedness,u_mag,g_extendedness,g_mag,r_extendedness,r_mag,i_extendedness,i_mag,z_extendedness,z_mag
46,4.00087904831299,0.09049062582992948,,,1.0,21.68540990016187,1.0,20.211713409085952,,,1.0,19.07364229384322
47,4.000523448258534,0.09052860952540967,,,1.0,21.74881179049562,1.0,21.105305323127258,,,1.0,20.594323723178142
48,4.000828307894046,0.09052433946188305,,,1.0,24.53971646779168,1.0,23.45462426213878,,,1.0,23.126616771452735
49,4.000483745671491,0.09054660388941799,,,1.0,23.08721134202983,1.0,22.242984702991123,,,1.0,21.772719167446514
50,4.000453016857269,0.09055480387310598,,,1.0,23.023380139782617,1.0,22.929493612352942,,,1.0,22.609498428613584
51,4.000815279332963,0.09057935953040698,,,1.0,20.373090239025615,1.0,19.983949091410757,,,1.0,19.542624299170228
52,4.000332785741481,0.09060133793587365,,,1.0,21.861441123132703,1.0,21.306078806443736,1.0,21.053828783645127,1.0,20.89279685130018
53,4.0008669705784214,0.09062457919095711,,,1.0,21.704723074606996,1.0,20.342978167151745,1.0,19.791644886141263,1.0,18.850888056451453
54,4.000269910177629,0.09061615090350265,,,1.0,25.315254257548926,1.0,23.902458890381084,1.0,,1.0,23.11051129137251
55,4.000735020934737,0.09062287404723623,,,1.0,22.71335793819872,1.0,21.58375333404085,1.0,21.202762470766853,1.0,20.712636953036334
56,4.00091433339571,0.0906307844264166,,,1.0,24.50301464844816,1.0,22.934112772625774,1.0,22.599264204945296,1.0,22.083585804389344
57,4.000527518879068,0.09063928271406581,,,1.0,23.42285445637017,1.0,23.095693621719093,1.0,23.062344254027902,1.0,22.854116589392284
58,4.000607802642126,0.090641555382085,,,1.0,22.022086235684206,1.0,21.560395412184267,1.0,21.39031073514279,1.0,21.04846459990884
59,4.000892679425682,0.09065760359002692,,,1.0,25.408255041117066,1.0,23.456218329294686,1.0,22.91185384342148,1.0,22.945512736071244
60,4.000494504578503,0.09066341856884613,,,1.0,22.461301464318066,1.0,22.255873774545133,1.0,22.131236535107327,1.0,21.809277721703914
61,4.000957063341097,0.09081762846067179,,,1.0,15.747868401818563,,,1.0,14.546283652577635,1.0,14.171841522927352
62,4.000427757337146,0.09069951680393153,,,1.0,23.653147545402263,1.0,22.877658193773232,1.0,22.927149183507815,1.0,22.810802680913763
63,4.000703527055599,0.09070940436262749,,,1.0,24.1263988584701,1.0,23.560063808347593,1.0,23.114513353390972,1.0,22.220813577561167
64,4.00079881794661,0.09072011224928471,,,1.0,22.960744313543078,1.0,22.410675084828053,1.0,21.494423209130066,1.0,21.16403528869942
65,4.000351022750813,0.09074306717146148,,,1.0,25.15948896241698,1.0,22.7530638764055,1.0,21.500895983667455,1.0,20.486978082828514
66,4.000798030696462,0.09077194101417832,,,1.0,23.94774806895887,1.0,23.610809501618416,1.0,23.44646661372215,1.0,23.00781258019726
67,4.000535907686105,0.09079697741158706,,,1.0,22.644085571537165,1.0,22.58301053608093,1.0,22.323466877850752,1.0,22.325075904549607
68,4.000504151680463,0.09083465705287608,,,1.0,22.572296416319688,1.0,22.012965779907123,1.0,21.40387286267222,1.0,21.383575660315998
69,4.000692911152729,0.09085186568846423,,,1.0,19.580581798790803,1.0,19.102807531456406,1.0,18.58693682145613,1.0,18.40654869326599
70,4.000292702446437,0.09085336422406287,,,1.0,23.634137914643944,1.0,23.439154504289267,1.0,22.71816214474207,1.0,22.849703795696588
71,4.000678098603316,0.09089819261622732,,,1.0,23.526195222339034,1.0,22.90592513335472,1.0,22.53514507521151,1.0,22.41470481462759
72,4.000780047358479,0.09094168131577936,,,1.0,22.2774288619772,1.0,22.45576226023925,1.0,21.462661629074404,1.0,21.25077869821434
73,4.000326568730365,0.09096661131320753,,,1.0,21.18034103442037,1.0,21.047366041464596,1.0,20.968794769393387,1.0,20.622407190024255
74,4.000607281328697,0.09098028659447747,,,1.0,19.402512420520594,1.0,18.72740937518524,1.0,18.343742797293952,1.0,18.05447318660462
75,4.000933187354106,0.09100237097199114,,,1.0,23.05834191919884,1.0,21.812732211212325,1.0,20.505988155283926,1.0,19.844706898988424
76,4.000239121120643,0.09104890479591383,,,1.0,23.764972417479274,1.0,22.924636041859724,1.0,22.35859546752053,1.0,22.308986176592036
77,4.000321059324051,0.09106016755254977,,,1.0,20.649389086465618,1.0,20.37895287879048,1.0,20.165451625182442,1.0,19.91380180738409
78,4.000231372037083,0.0911091814645809,,,1.0,24.314331143675453,1.0,24.40511085534552,1.0,22.65972469013695,1.0,22.40841783042308
79,4.000473508816379,0.09112697792879869,,,1.0,21.646999765761326,1.0,21.078916732088864,1.0,20.737225770940874,1.0,20.527576237227375
80,4.000692691660864,0.09114566824115056,,,1.0,24.26889962644403,1.0,23.359386220111396,1.0,22.26671013611561,1.0,21.786176521749674
81,4.000714464904728,0.09121120490233504,,,1.0,19.677131010077254,1.0,19.445588832323224,1.0,19.249386286532232,1.0,19.06296160198503
82,4.000224096804617,0.0912137014945698,,,1.0,21.462135839644798,1.0,20.88000964656377,1.0,20.464429764762713,1.0,20.418509359701154
83,4.000916416392835,0.09121687992810362,,,1.0,22.94924532662989,1.0,22.523425891050785,1.0,22.591205367635755,1.0,22.22631483529726
84,4.000865749362751,0.0912218975383281,,,1.0,25.319332047844476,1.0,23.391612547955525,1.0,22.84951553035002,1.0,22.531535428069397
85,4.0007533755966875,0.09129158645888112,,,1.0,20.81624773207985,1.0,20.431112896481245,1.0,20.07834386032448,1.0,19.972628892411187
86,4.000305510648822,0.09129819122302532,,,1.0,24.022331960260964,1.0,22.523184980469424,1.0,21.313373109219622,1.0,20.703604956428446
87,4.000657847268279,0.09132798254117826,,,1.0,23.902689742353704,1.0,23.109677268345223,1.0,22.973630886549884,1.0,22.455588196092414
88,4.000855067503104,0.09131217642260678,,,1.0,21.24536098494626,1.0,20.68011890615558,1.0,20.218693250945556,1.0,20.256468664716678
89,4.000689767899875,0.09131934069402768,,,1.0,24.782753497377197,1.0,23.41465946490772,1.0,22.314874178454037,1.0,21.886278877717626
90,4.00079870942609,0.09140883072252902,,,1.0,22.475324128113417,1.0,21.491697595592445,1.0,20.902976576224134,1.0,20.153581839453608
91,4.000236285176626,0.09139165929499675,,,1.0,23.192204492193152,1.0,22.570435324179527,1.0,21.743880517142856,1.0,21.579761495056896
92,4.000867865807442,0.09142171085703427,,,1.0,23.39018702843925,1.0,23.444834500305255,1.0,23.232285914701,1.0,22.76347322846995
93,4.000726422539797,0.09142836042563686,,,1.0,24.420369565921682,1.0,23.27372421434612,1.0,23.86592323100433,1.0,23.2302683090776
94,4.0006050515356435,0.09143808498409967,,,1.0,24.252762280566984,1.0,23.15400822525277,1.0,22.079385759752434,1.0,21.204881849220737
95,4.000653034211535,0.09144431131228634,,,1.0,24.67713415969066,1.0,23.472508031348607,1.0,22.331682044879834,1.0,21.86328960373705
96,4.000893748461172,0.09147740655219651,,,1.0,23.855860734543747,,,1.0,23.67995373759492,1.0,22.768596784648874
97,4.000431236176684,0.09149718005813388,,,1.0,23.501569545203708,1.0,22.310723360394885,1.0,21.215839664539345,1.0,20.64404270123955
98,4.000248345189723,0.091548037286188,,,1.0,23.787345153908184,1.0,23.112832476809384,1.0,24.968444190496516,1.0,22.739420916361087
99,4.00063920203071,0.0915559861082566,,,1.0,22.388226376832122,1.0,22.11823627387333,1.0,21.623386244427245,1.0,20.9716274079174
100,4.000887444636609,0.09157076174486009,,,1.0,23.11085993790251,1.0,22.160477075377205,1.0,21.62409911367801,1.0,21.24477609832371
101,4.000751564344602,0.0916117798662873,,,1.0,20.648498938798305,1.0,20.234873038457867,1.0,20.022668451454933,1.0,19.742359086512003
102,4.000800293634135,0.09160582155731205,,,1.0,20.93141950973248,1.0,20.003648808431656,1.0,19.905396436441507,1.0,19.410225416011887
103,4.00086722315447,0.09160896500693934,,,1.0,20.912335534780368,1.0,20.00906286488826,1.0,19.648408304946933,1.0,19.21374559005
104,4.000443393197079,0.09160930161922717,,,1.0,22.832485469708285,1.0,21.510204413744297,1.0,20.926406417821916,1.0,20.115446554209978
105,4.0002379141137006,0.09161112072922831,,,1.0,23.619548937717006,1.0,23.01292777180332,1.0,22.858753557480416,1.0,22.66858112864147
106,4.000587588844786,0.09164236996651012,,,1.0,20.31141153426222,1.0,20.124254631662502,1.0,19.92492500862919,1.0,19.806947314706818
107,4.000894755229787,0.09174067579565588,,,1.0,21.084040072828895,,,1.0,18.534842634071577,1.0,17.964957263389557
108,4.000828499890073,0.0917223551407219,,,1.0,21.96362650478564,1.0,21.42057306687887,1.0,21.149038459856747,1.0,20.989506269444583
109,4.00045035109291,0.0917774623854016,1.0,22.957046677300195,1.0,21.001046199024263,1.0,20.063979571340532,1.0,19.718850575673706,1.0,19.402000178391138
110,4.000588097175204,0.09184274329529284,1.0,23.73562729324312,1.0,22.852214656294553,1.0,22.13417893558401,1.0,22.004608889860727,1.0,21.73442085339
111,4.000896801609558,0.09184641815853416,,,,,,,,,,
112,4.000792755342033,0.091861868985435,1.0,24.88762474794113,1.0,23.918097536635813,1.0,23.07504076811746,1.0,22.566771514467874,1.0,22.04041410491932
113,4.0003127434941455,0.09188794230214677,1.0,22.675417238291836,1.0,22.1903949548787,1.0,21.846678071306506,1.0,21.496832113273886,1.0,21.662633939780406
114,4.000816767700407,0.09194930218783845,1.0,22.461510884058345,1.0,22.845983139087345,1.0,22.163558544144003,1.0,22.037326680201,1.0,21.75512739992342
115,4.0006878794715455,0.09195638053302689,1.0,23.538194460739064,1.0,23.529170618023045,1.0,23.160786470166013,1.0,21.738116839208278,1.0,20.973635785034823
116,4.000210617571222,0.0921531819181869,,,,,,,,,,
117,4.000742638052276,0.09208655952459917,1.0,22.742510735348542,1.0,20.280769592119956,1.0,19.316120946928834,1.0,18.88682769637469,1.0,18.539017315892266
118,4.000838235619882,0.09208149899223211,1.0,23.551593512639414,1.0,22.665303807018642,1.0,21.805113087847783,1.0,21.616140009736256,1.0,21.265608016224068
119,4.0007870211048395,0.09209200558126147,1.0,inf,1.0,24.24775683671449,1.0,22.111737928526814,1.0,21.795698576747164,1.0,21.316301734188826
120,4.000538958082165,0.09223848736584447,1.0,21.67638215984368,1.0,21.10441676577856,1.0,20.413700795621125,1.0,20.080644911657238,1.0,19.785682978397052
121,4.0004425137437405,0.09229603011507434,1.0,23.86711407865965,1.0,23.08347034853837,1.0,22.336471070760897,1.0,21.6143105682865,1.0,21.822185008110164
122,4.001542349377612,0.09059827416313443,,,1.0,23.151744986221935,,,1.0,22.426151088014606,1.0,21.897806603650825
123,4.001594886080225,0.09062142853271746,,,1.0,,,,1.0,23.606875538821956,1.0,25.59525295187692
124,4.001488811840838,0.09063681523541267,,,1.0,24.15227289087938,,,1.0,22.71970643655351,1.0,22.685998331951144
125,4.0014914398840595,0.09070861914792562,,,,23.724937107416228,,,,24.792071519140897,,22.218646973155003
126,4.001382897926071,0.0907741076401735,,,1.0,23.519175823424654,,,1.0,22.474496382850585,1.0,22.787449843273
127,4.001506989898151,0.09078498512243387,,,1.0,23.497107119311835,,,1.0,22.861078231550657,1.0,23.347234520224866
128,4.001141482271601,0.09081805444690835,,,1.0,20.25650429101516,,,1.0,19.467521370887365,1.0,19.022115708280914
129,4.001687088693934,0.09087084036421741,,,1.0,22.279006798559116,,,1.0,21.159993567123912,1.0,20.85825471320654
130,4.001108787689855,0.09086184296947578,,,1.0,23.591587711239765,,,1.0,22.396696512657257,1.0,22.34455938981389
131,4.001530308024711,0.09091281400970316,,,1.0,23.57400219262003,,,1.0,21.740241194892874,1.0,20.67279332522865
132,4.001360574885021,0.09092857542037261,,,1.0,23.079174172722013,,,1.0,21.31924636791814,1.0,20.93024193950002
133,4.001806795071516,0.09094235687656871,,,,,,,,,,
134,4.000225414734512,0.09093593871311269,,,,,,,,23.318238611013136,,27.90077860111076
135,4.00157138298013,0.09093264475614372,,,1.0,24.99576888888398,,,1.0,22.709829372627418,1.0,22.37635649409379
136,4.001386833240071,0.09098771110879154,,,1.0,22.292554600542836,,,1.0,20.05299218896552,1.0,19.555684651407052
137,4.001345206307565,0.09099076037865443,,,1.0,23.321899171468104,,,1.0,22.71764779003787,1.0,22.090752005020704
138,4.0014862201208565,0.0910061467634253,,,1.0,22.754143245822426,,,1.0,21.96152512908008,1.0,21.443648335540964
139,4.001054397751609,0.09102646251834517,,,1.0,24.378562364742685,,,1.0,21.651626278557238,1.0,20.87554664528598
140,4.000862741346538,0.09106141460412553,,,1.0,24.080389192419297,1.0,23.90761999698201,1.0,22.138224930604544,1.0,21.15336592589752
141,4.000257601396704,0.09107265036306711,,,1.0,24.709748242389196,1.0,26.85217894750099,1.0,22.948293519298346,1.0,23.683227752867488
142,4.001807193587965,0.0910889234285884,,,,,,,,,,
143,4.001800353079053,0.09111521538397217,,,,,,,,,,
144,4.001187554110118,0.0911112489677369,,,1.0,23.60542368681498,,,1.0,21.265091810245913,1.0,20.99002921072791
145,4.001643083137196,0.09112737795948891,,,1.0,23.960190038313147,,,1.0,22.557453393384694,1.0,22.467037467470263
146,4.001621527523257,0.09115059667552271,,,1.0,23.678620965941107,,,1.0,21.935524157211578,1.0,21.801930327347428
147,4.001326116075775,0.09116422315127619,,,1.0,24.127410747202447,,,1.0,22.44291156019583,1.0,21.673148349289836
148,4.001482587067787,0.09118694992104316,,,1.0,23.182218100937213,,,1.0,22.29077369727046,1.0,21.851336607780315
149,4.000843062556694,0.09118758012089524,,,1.0,23.410031915470668,1.0,23.71202772743431,1.0,22.626661687651414,1.0,23.07745311310347
150,4.001808281552233,0.09120448803945096,,,,,,,,,,
151,4.001102045904644,0.09122757296999927,,,1.0,23.082674439706675,,,1.0,22.441615662292858,1.0,22.642073378570377
152,4.001473383978082,0.09126509360324732,,,1.0,19.41016214040246,,,1.0,19.488291816825033,1.0,19.373539299988927
153,4.000970994081245,0.09123832616496093,,,1.0,24.843905022047828,,,1.0,23.08006799805662,1.0,22.55236225848675
154,4.001414395575139,0.09129382868649481,,,1.0,22.63608966246931,,,1.0,21.38032053119285,1.0,21.06445582190385
155,4.001178104809081,0.09130013422448979,,,1.0,22.81884466479079,,,1.0,21.65571107646374,1.0,21.413430387988733
156,4.001079539954054,0.09130882806591895,,,1.0,23.959638927503107,,,1.0,22.831676442878397,1.0,22.471741922177685
157,4.001227053988469,0.09133135801612356,,,1.0,23.122711666099445,,,1.0,22.55085092051853,1.0,
158,4.001372779113279,0.09140088448182095,,,1.0,22.808903490255418,,,1.0,21.539957446898306,1.0,21.609402186273144
159,4.001811702317209,0.09143345250678389,,,,,,,,,,
160,4.000793380811368,0.09144686735992791,,,1.0,,1.0,25.51864144281968,1.0,23.20727756645338,1.0,31.50003789703093
161,4.001201648182629,0.09145821821119081,,,1.0,24.37569728456017,,,1.0,22.602597411783822,1.0,22.621154787613065
162,4.0012721900960075,0.09147080446145493,,,1.0,24.25450331512465,,,1.0,22.67112744731734,1.0,22.92549863918388
163,4.000981865364526,0.0915028439290839,,,1.0,22.991364886964433,,,1.0,22.326679274428116,1.0,22.46592960834512
164,4.001324842883591,0.09150554512338716,,,1.0,24.203042221414336,,,1.0,22.11023009061239,1.0,21.831189703392617
165,4.001000317105124,0.09153294547646125,,,1.0,23.58285741228448,,,1.0,21.770056821801095,1.0,21.160498061337258
166,4.001456787325416,0.0917361746340957,,,1.0,14.456911488721182,,,1.0,13.444479412835173,1.0,13.113078575557712
167,4.001186914985771,0.0916186880187747,,,1.0,23.147171499753707,,,1.0,22.57763138292669,1.0,22.225183053715966
168,4.000691157912744,0.09160552230569712,,,1.0,25.053579602589448,1.0,26.06694755729592,1.0,22.8858704181593,1.0,23.225577678917354
169,4.000324717211392,0.09162295579415926,,,1.0,24.91566996027982,1.0,23.371836944871834,1.0,22.889405418451076,1.0,22.172011769081546
170,4.001813215703542,0.09176269187887433,,,,,,,,,,
171,4.001076220294864,0.09176711645119928,,,1.0,23.25080712787222,,,1.0,22.324274862496658,1.0,22.18466916819159
172,4.001189878065693,0.09181053735978457,,,,23.440770706036396,,,,22.452297165216578,,21.85266341890953
173,4.001187487436936,0.09188319629691762,,,1.0,23.03415414367699,,,1.0,22.53406007749868,1.0,22.70196910955643
174,4.001288756300926,0.09194095611829486,,,,,,,,,,
175,4.001567704788178,0.09194853704580405,,,,20.093148531750586,,,,19.438479823383908,,19.198230400801876
176,4.001649597056119,0.09195097533760957,,,1.0,21.18307986043667,,,1.0,20.668362546856347,1.0,20.535235142148295
177,4.001192868597766,0.09198397186891312,,,1.0,23.537971003654935,,,1.0,22.520779182250195,1.0,23.08212270001266
178,4.0015584619741436,0.09197905818770731,,,1.0,23.83212926669661,,,1.0,22.422099464413495,1.0,
179,4.001048165914219,0.09201099415596811,,,1.0,22.861348273460255,,,1.0,21.262467380705523,1.0,20.899667819976948
180,4.001478358413756,0.0920303270294286,,,,22.740444837215378,,,,20.54492390858399,,20.87059061215056
181,4.001813355792704,0.09206078318359426,,,,,,,,,,
182,4.001363171152869,0.0920765784145468,,,1.0,22.48364683894878,,,1.0,21.48455994757768,1.0,21.633797202003585
183,4.0011263616634025,0.09211752636928315,,,1.0,21.968503789333656,,,1.0,21.22884645044529,1.0,21.05413791593172
184,4.001694550727162,0.09209852111983503,,,1.0,22.186962953898988,,,1.0,20.09736761404129,1.0,19.686171401479008
185,4.001325194687878,0.09216460075578818,,,1.0,17.17062529221814,,,1.0,16.156233611507904,1.0,16.10938580334464
186,4.001132758228375,0.09215593178560398,,,1.0,22.68783950697721,,,1.0,21.11091169400438,1.0,20.67614834796485
187,4.001810250844132,0.09217598760558571,,,,,,,,,,
188,4.000811144226694,0.09223484818006092,1.0,21.943176735071557,1.0,20.649165593071956,,,1.0,19.35272432627923,1.0,19.118620707312516
189,4.001265682715005,0.09223987400852375,,,1.0,24.547899332014588,,,1.0,22.756234313788937,1.0,22.012027793595333
190,4.00112633084865,0.09225658177307434,,,1.0,22.728573203502734,,,1.0,21.40937059908111,1.0,21.073026282438782
191,4.000611755178374,0.09226424923765188,,,1.0,24.160712718380317,1.0,23.827845880201714,1.0,22.195144177232564,1.0,21.780671402836834
192,4.0014216113162595,0.09227579246948676,,,1.0,25.581786010385766,,,1.0,21.66224482469762,1.0,21.187619832843644
193,4.000907289620113,0.09230569437793293,1.0,24.45228684883773,1.0,23.193484275392393,,,1.0,20.940396381540186,1.0,20.448572529819018
194,4.000366623493582,0.0923107078138567,1.0,23.696874925324668,1.0,23.92383199431812,1.0,23.627302608966765,1.0,22.349710550591478,1.0,23.066383156313947
195,4.001793312727083,0.09234403923614891,,,,,,,1.0,19.274499091488796,,
196,4.001670003992379,0.09235639540286869,,,1.0,22.863273969511006,,,1.0,22.290522976902132,1.0,23.021230039872997
197,4.0018107322329435,0.09239019497630237,,,,,,,,,,
198,4.00122966553584,0.09240685154474494,,,1.0,24.792775427679285,,,1.0,22.55055478100903,1.0,23.005757417108292
199,4.000712240561816,0.09241427807109856,1.0,,1.0,23.838399917658105,,,1.0,22.780337565645826,1.0,22.2875251687851
200,4.001799880154284,0.09243169647047139,,,,,,,,,,
201,4.001431162612517,0.09245003454468165,,,1.0,21.45676836640762,,,1.0,20.80216583465457,1.0,20.55214960077064
202,4.001234289366703,0.09245803681454783,,,1.0,23.75800222872936,,,1.0,22.118010858332266,1.0,21.585474170124527
203,4.001753229371705,0.09245611417377737,,,,,,,1.0,22.397217752816534,,
204,4.000571539133114,0.0925394608511686,1.0,21.504486973468474,1.0,20.13470537225963,,,1.0,18.826017789517607,1.0,18.726319976909238
205,4.000828444062722,0.09253891598505108,1.0,23.506731019113424,1.0,21.925293081735443,,,1.0,19.92957634417663,1.0,19.57805215775872
206,4.001261477525237,0.09255870524540172,,,1.0,21.123341404628142,,,1.0,20.39598963326304,1.0,20.309878363184005
207,4.001813946329193,0.09257545493894251,,,,,,,,,,
208,4.001196698616364,0.09258340090705823,,,1.0,21.063175817376543,,,1.0,20.54788663509328,1.0,20.5215685346174
209,4.001133601605821,0.09257230378921975,,,1.0,23.67517461791587,,,1.0,22.651020115113628,1.0,22.4025824073209
210,4.001154866245621,0.09259973739630382,,,1.0,21.806806990211616,,,1.0,21.28515897705978,1.0,20.991488401884286
211,4.001414696770513,0.09259768529942362,,,1.0,23.457570132960683,,,1.0,21.59772955404606,1.0,21.2465913553987
212,4.001654371956242,0.09261954049816709,,,1.0,21.56556139391455,,,1.0,19.73005398219018,1.0,19.366461497039133
213,4.001807562521563,0.09263618733850408,,,,,,,,,,
214,4.000366373835307,0.09264318079798736,1.0,,1.0,23.576886252044247,,,1.0,22.457562295713046,1.0,21.90607234081343
215,4.001589442835552,0.09264799033935005,,,1.0,23.53849917777638,,,1.0,22.58468058401524,1.0,22.30192012039012
216,4.000738597933216,0.092661076174217,1.0,23.68323513912564,1.0,23.127893223898283,,,1.0,22.847443132378707,1.0,22.618679173824987
217,4.000766577075049,0.09268732901880623,1.0,24.113525030727683,1.0,24.041294644967046,,,1.0,21.82104101242782,1.0,21.242746603904887
218,4.000806140796626,0.09269789510291196,1.0,23.778739959998816,1.0,23.78049391172344,,,1.0,22.485347408208302,1.0,21.966932630775695
219,4.001595186216081,0.09271220424118494,,,1.0,22.577288701843294,,,1.0,22.007166523548698,1.0,21.332722899075076
220,4.001801388535841,0.09269509017887533,,,,,,,,,,
221,4.001681870756583,0.09271698969908329,,,1.0,23.01157945389815,,,1.0,21.58338981759154,1.0,21.261789782894947
222,4.001299876336795,0.09273070593032483,,,1.0,25.159723853847066,,,1.0,22.393379933771953,1.0,21.65200893433065
223,4.001808937459125,0.09273100305075782,,,,,,,,,,
224,4.000408917385638,0.09275647740184967,1.0,22.93002943287984,1.0,22.602081788856584,,,1.0,21.377204736252246,1.0,21.176179974769205
225,4.001729324160144,0.09294021178928281,,,,,,,,,,
226,4.001078327857254,0.09276291779343922,,,1.0,22.055668816321838,,,1.0,21.169170161643812,1.0,21.05078252053608
227,4.001532302326007,0.0927880044569003,,,1.0,22.085808290078827,,,1.0,21.385676663218653,1.0,20.919879589895626
228,4.0018147483740165,0.09279664481302773,,,,,,,,,,
229,4.000916775632373,0.09282898660587811,1.0,23.755039189300664,1.0,23.39344563448082,,,1.0,22.078253555377046,1.0,21.74651478121548
