,Unnamed: 0,ra,dec,u_extendedness,u_mag,g_extendedness,g_mag,r_extendedness,r_mag,i_extendedness,i_mag,z_extendedness,z_mag
70,70,229.1998886671633,5.205514324603664,,,1.0,23.634137914643944,1.0,23.439154504289267,1.0,22.71816214474207,1.0,22.849703795696588
71,71,229.22197024039303,5.208082802277047,,,1.0,23.526195222339037,1.0,22.90592513335472,1.0,22.53514507521151,1.0,22.41470481462759
72,72,229.22781147379044,5.2105745212178896,,,1.0,22.2774288619772,1.0,22.45576226023925,1.0,21.462661629074404,1.0,21.25077869821434
73,73,229.20182906230016,5.212002904853797,,,1.0,21.18034103442037,1.0,21.0473660414646,1.0,20.968794769393387,1.0,20.62240719002425
74,74,229.21791270944072,5.212786440754217,,,1.0,19.402512420520598,1.0,18.72740937518524,1.0,18.343742797293952,1.0,18.05447318660462
75,75,229.23658574921456,5.214051782378925,,,1.0,23.05834191919884,1.0,21.812732211212325,1.0,20.505988155283926,1.0,19.844706898988424
76,76,229.19681868333458,5.2167179740943,,,1.0,23.764972417479274,1.0,22.924636041859724,1.0,22.35859546752053,1.0,22.30898617659204
77,77,229.20151339657073,5.217363282515221,,,1.0,20.649389086465614,1.0,20.37895287879048,1.0,20.16545162518244,1.0,19.91380180738409
78,78,229.19637469355152,5.220171572812034,,,1.0,24.314331143675453,1.0,24.40511085534552,1.0,22.65972469013695,1.0,22.40841783042308
79,79,229.21024810907002,5.221191235101964,,,1.0,21.64699976576133,1.0,21.078916732088864,1.0,20.737225770940874,1.0,20.527576237227372
80,80,229.2228063610007,5.222262111117509,,,1.0,24.26889962644403,1.0,23.3593862201114,1.0,22.26671013611561,1.0,21.786176521749677
81,81,229.22405387598045,5.22601708520676,,,1.0,19.67713101007725,1.0,19.445588832323224,1.0,19.249386286532232,1.0,19.06296160198503
82,82,229.19595785343623,5.226160129404978,,,1.0,21.4621358396448,1.0,20.88000964656377,1.0,20.464429764762716,1.0,20.418509359701154
83,83,229.23562484391533,5.226342240231928,,,1.0,22.94924532662989,1.0,22.523425891050785,1.0,22.591205367635755,1.0,22.22631483529726
84,84,229.23272183693103,5.226629728121034,,,1.0,25.31933204784448,1.0,23.391612547955525,1.0,22.84951553035002,1.0,22.5315354280694
85,85,229.2262832944077,5.230622609147543,,,1.0,20.81624773207985,1.0,20.431112896481245,1.0,20.07834386032448,1.0,19.972628892411187
86,86,229.20062252310308,5.231001034257685,,,1.0,24.022331960260964,1.0,22.523184980469424,1.0,21.313373109219626,1.0,20.70360495642845
87,87,229.22080992436588,5.232707951053978,,,1.0,23.902689742353704,1.0,23.109677268345223,1.0,22.973630886549884,1.0,22.45558819609241
88,88,229.23210981145596,5.231802327169348,,,1.0,21.24536098494626,1.0,20.68011890615558,1.0,20.21869325094556,1.0,20.25646866471668
89,89,229.2226388418357,5.232212809685051,,,1.0,24.7827534973772,1.0,23.41465946490772,1.0,22.31487417845404,1.0,21.886278877717626
90,90,229.22888073150156,5.237340210626687,,,1.0,22.475324128113417,1.0,21.491697595592445,1.0,20.90297657622413,1.0,20.153581839453608
91,91,229.19665619571148,5.236356360300872,,,1.0,23.192204492193152,1.0,22.570435324179527,1.0,21.743880517142856,1.0,21.579761495056896
92,92,229.23284310027944,5.238078187973396,,,1.0,23.39018702843925,1.0,23.44483450030525,1.0,23.232285914701,1.0,22.76347322846995
93,93,229.22473899800283,5.238459180189908,,,1.0,24.42036956592168,1.0,23.27372421434612,1.0,23.86592323100433,1.0,23.2302683090776
94,94,229.21778495170963,5.239016356347454,,,1.0,24.252762280566984,1.0,23.15400822525277,1.0,22.079385759752437,1.0,21.204881849220737
95,95,229.2205341565279,5.239373098674415,,,1.0,24.67713415969066,1.0,23.472508031348607,1.0,22.331682044879837,1.0,21.86328960373705
96,96,229.23432606710074,5.241269316243242,,,1.0,23.855860734543747,,,1.0,23.67995373759492,1.0,22.768596784648874
97,97,229.20782606522667,5.242402254679627,,,1.0,23.501569545203708,1.0,22.310723360394885,1.0,21.215839664539345,1.0,20.64404270123955
98,98,229.1973471835628,5.245316159204867,,,1.0,23.787345153908184,1.0,23.112832476809384,1.0,24.96844419049652,1.0,22.739420916361087
99,99,229.21974163094518,5.245771593161498,,,1.0,22.38822637683212,1.0,22.11823627387333,1.0,21.623386244427245,1.0,20.9716274079174
100,100,229.2339648845585,5.246618174778492,,,1.0,23.11085993790251,1.0,22.160477075377205,1.0,21.62409911367801,1.0,21.24477609832371
101,101,229.22617951730751,5.2489683400198315,,,1.0,20.648498938798305,1.0,20.234873038457867,1.0,20.022668451454933,1.0,19.742359086512003
