,Unnamed: 0,ra,dec,u_extendedness,u_mag,g_extendedness,g_mag,r_extendedness,r_mag,i_extendedness,i_mag,z_extendedness,z_mag
4003855,4003855,0.4402388922298571,-0.9372822998442624,1.0,26.287828966354304,,26.608185526915754,1.0,27.35474939077231,1.0,21.674043110721,1.0,21.239574781518932
